prompt,prompt_len,target
John Smith,3,1
"Catherine of Lorraine, Margravine of Baden-Baden",12,0
Jesse Owens,3,1
Florence Griffith,3,1
Little Richard,3,1
Thomas Mann,3,1
Bernhard Erasmus von Deroy,6,0
Bjørnar Andresen,6,0
Patrice O'Neal,6,1
Frank Lloyd,3,1
Edwin Hubble,3,1
Þorgils Oddson,6,0
John Steinbeck,4,1
Heinrich V. Schenk von Reicheneck,8,0
Jean E. Sammet,6,1
James Cooke Brown,4,1
Pedro Beltrán,5,0
Oscar Goerke,5,1
Otto Bauer,3,0
Josef Kling,3,0
Yuan Yi,3,0
Frederick VII of Toggenburg,7,0
Ingerid of Denmark,6,0
Chet Baker,4,1
Ibn Arabi,4,0
François le Clerc,5,0
"Louis, Duke of Savoy",6,0
Allen G. Debus,6,1
Erik Erikson,4,1
Vladimir Nabokov,5,1
Etienne de Poissy,5,0
John II of Castile,5,0
Rufus R. Jones,6,1
Wang Tuan,3,0
Anna J. Harrison,5,1
Payo Gómez Chariño,7,0
Sidney Wood,3,1
Johann Andreas Cramer,4,0
Henry II of Montfaucon,7,0
"Louis I, Count of Löwenstein",9,0
Christian Duttenhofer,5,0
Frank Lloyd,3,1
Felix Benda,4,0
Charles the Bald,4,0
John Thomas,3,1
Vladimir Nabokov,5,1
Joseph Strick,3,1
Suzy Covey,5,1
Basil Mesardonites,5,0
Doc Holliday,3,1
Arlene Harris,4,1
Gerardo Sereni,5,0
Karin Hansdotter,5,0
Bettie Page,4,1
Henriette Avram,5,1
Martin Kober,4,0
Marie des Anges,4,0
Theophanes Kerameus,6,0
Mikołaj Gomółka,7,0
Guo Kan,3,0
Dutch Clark,3,1
Kelly Preston,3,1
Henry Sinclair,3,0
Stanford R. Ovshinsky,7,1
周不疑,4,0
Lucas Holstenius,5,0
Max August Zorn,4,1
James A. Garfield,5,1
John R. Neill,5,1
Andrew Johnson,3,1
Liu Xiyi,4,0
John von Neumann,4,1
John Tebbel,4,1
Rosa Parks,3,1
Alexander Wetmore,4,1
Willem Jacob Luyten,6,1
John J. Wood,5,1
Giovanni Branca,3,0
Benedetto Sinigardi,6,0
"Meinrad I, Prince of Hohenzollern-Sigmaringen",14,0
Charles Laughton,4,1
John J. Roane,6,1
Stanley Kubrick,4,1
James Lent,3,1
Sarah Bagley,4,1
Meredith Colket,4,1
Roger Williams,3,1
John of Heinsberg,6,0
Mark Weiser,4,1
Johann Daniel Busch,4,0
Michael Hastings,3,1
Felice Rix-Ueno,8,0
Thomas Alva Edison,4,1
Jean Rolin,4,0
Lynn Harrell,3,1
King Xuan of Zhou,5,0
William Bartram,4,1
Major Harris,3,1
Francis Lewis,3,1
Tony Sbarbaro,5,1
Anthony Sowell,4,1
Annabelle Lee,4,1
Friedrich von Knauss,5,0
Walter von Cronberg,5,0
George Hubbard Blakeslee,6,1
Geeta Sane,4,0
Song Shi,3,0
Clifford Herschel Moore,4,1
"Waleran III of Luxembourg, Count of Ligny",12,0
Hans Böblinger,5,0
Budd Boetticher,6,1
Ludwig Finscher,4,0
Joyce K. Reynolds,5,1
Rutherford B. Hayes,6,1
John Stevens Cabot Abbott,5,1
John Lee Hooker,4,1
Hans Conrad Escher von der Linth,9,0
Eudoxia Woodward,5,1
Harriet Williams Russell Strong,5,1
Francesco Araja,4,0
Grover Cleveland,4,1
James Franck,3,1
Constantine II of Bulgaria,6,0
Emily Dickinson,3,1
Phil Spector,3,1
Hendrick van Uylenburgh,7,0
Jude Milhon,4,1
Karen Wetterhahn,4,1
Ernst Christoph Homburg,5,0
Christian Heinrich Friedrich Peters,5,1
Filippo Buonaccorsi,6,0
"Henry I, Count of Sponheim-Starkenburg",11,0
戴休颜,4,0
Christopher H. Clark,5,1
Doc Holliday,3,1
Sidney Wood,3,1
Dankmar Adler,4,1
Otto Preminger,5,1
Benedict XIV (Jean Carrier),7,0
Muhammad Ali,3,1
Shirley Knight,3,1
Michael S. Hart,5,1
Hugh of Chalon,5,0
Martin Moynihan,5,1
Michael Wilson,3,1
"Нагаи, Ясухидэ",9,0
Elisabeth Schumann,3,1
Rouben Mamoulian,6,1
Alfred Einstein,3,1
Pedro de Valdivia,5,0
Rudolf von Erlach,5,0
Walter Breisky,5,0
Daniel Buck,3,1
Jonathan Edwards,3,1
Jacqueline Cochran,3,1
Helen Reddy,3,1
Duke Ellington,3,1
John F. Kennedy,5,1
John Bardeen,4,1
Basil of Caesarea,5,0
Hank Aaron,3,1
Jovan Oliver,4,0
Nate Dogg,3,1
Al Kaline,4,1
Elisabeth of Bavaria,4,0
Faustinus of Brescia,5,0
Sergius IV of Naples,6,0
Philip of Agira,5,0
Yoshida Kanetomo,5,0
Karl Siegmund von Seckendorff,8,0
Adele Goldstine,4,1
Princess Sophia Wilhelmina of Saxe-Coburg-Saalfeld,14,0
Christian Heinrich Friedrich Peters,5,1
"Christian III Maurice, Duke of Saxe-Merseburg",12,0
Adam Baldauf,4,0
Marina Valdemarsdotter of Sweden,9,0
Johannes von Kastl,5,0
Frances E. Allen,5,1
Woody Crumbo,4,1
Heinrich von Hückeswagen,7,0
Oliviero Forzetta,7,0
Gilbert Stuart,3,1
"William, Duke of Opava",7,0
"Albert I, Duke of Münsterberg-Oels",11,0
Clemens von Raglovich,7,0
Al Kaline,4,1
Max Rudolf,3,1
Frederick of Castile,4,0
Leven Powell,3,1
Jessica Jaymes,4,1
Nathanael Greene,5,1
Judith Resnik,4,1
Edgar Alexander Mearns,6,1
Natalie Clifford Barney,4,1
Max Rudolf,3,1
Dutch Clark,3,1
Wassily Leontief,5,1
Burchard,4,0
Benjamin Franklin,3,1
Liborius of Le Mans,6,0
Sophia of Braunschweig-Lüneburg,8,0
John Winthrop the Younger,5,1
Samuel W. Lewis,5,1
Eazy-E,5,1
J. P. Morgan,6,1
Hermann Graf Keyserling,6,0
Philip W. Anderson,5,1
Richard Norris Williams,4,1
Étienne de La Boétie,7,0
Alan Perlis,4,1
Richard Pembridge,4,0
William J. Lewis,5,1
Charles Proteus Steinmetz,6,1
Max Theiler,4,1
Johann Gottlob Lehmann,5,0
William the Walloon,5,0
Jane Stafford,3,1
Severn E. Parker,6,1
Roland Borsa,4,0
Ernst Röhm,4,0
William de Croÿ,5,0
Natalie Clifford Barney,4,1
"Philip I, Prince of Taranto",8,0
Antonius Matthaeus,6,0
Han Jian,3,0
横山時兼,5,0
Simon III. zur Lippe,7,0
Talha ibn Ubaydullah,8,0
Robert F. Kennedy,5,1
Konrad Wimpina,5,0
Mencius,3,0
Patrick Swayze,4,1
Rosa Parks,3,1
Lucy Weston Pickett,4,1
Benjamin Thompson,3,1
Louis of Nassau-Saarbrücken,8,0
"Mary, Princess Royal and Princess of Orange",9,0
Elias Tillandz,5,0
Mary Tyler Moore,4,1
Ralph Waldo Emerson,4,1
Frans van Brederode,6,0
Claude Debussy,3,0
George Clinton,3,1
Jöns Gerekesson,6,0
Andrew Zorard,4,0
Shirley Knight,3,1
Adela of Louvain,5,0
Josephine Cochrane,4,1
Gilbert de Greenlaw,5,0
Luca Giordano,3,0
Butch van Breda Kolff,6,1
Joseph L. Mankiewicz,6,1
Pietro Giampaolo Orsini,7,0
Emily Warren Roebling,6,1
Christian Ziegra,4,0
"Margaret of France, Duchess of Berry",8,0
Althea Gibson,4,1
Giordano Orsini,5,0
Johann Kaspar Thürriegel,7,0
Christian III of Denmark,5,0
Margaret Hutchinson Rousseau,4,1
Bruce Lee,3,1
Elisabeth of Brandenburg-Ansbach-Kulmbach,11,0
Emperor Ai of Jin,5,0
Ed Lauter,3,1
Emperor Min of Jin,5,0
Kenny Rogers,3,1
Dou Jiande,4,0
John Bardeen,4,1
William Sidney Mount,4,1
Peter Sharpe,3,1
Wilhelm Canaris,4,0
John von Neumann,4,1
Gustav Seyffarth,5,1
Zachary Taylor,3,1
Skjalm Hvide,6,0
Margareta zu Castell,6,0
António Martins de Chaves,6,0
Elisabetta Visconti,5,0
Antonello de Saliba,6,0
Johannes Drändorf,5,0
John Augustus Roebling,6,1
Charles Sands,3,1
Otto Preminger,5,1
Wei Zhiyi,4,0
Patrice O'Neal,6,1
Franz Taurinus,4,0
Wassily Leontief,5,1
Mario Molina,3,1
John XIV of Constantinople,5,0
Ulrich Rösch,4,0
Urban VIII,3,0
Eric Berne,3,1
Mária Telkes,5,1
Sandy Berger,3,1
Al-Ghazali,6,0
Leonard Nimoy,4,1
Hugues de Lusignan,7,0
Jean-Nicolas Geoffroy,6,0
Jimmy Carter,3,1
Muammar Gaddafi,6,0
Princess Feodora of Leiningen,8,0
Robert J. Wilke,6,1
Georg Jellinek,5,0
Guy XIV de Laval,5,0
John of Wallingford,5,0
Cristina Rodríguez,3,0
John the Evangelist,4,0
Erich Maria Remarque,4,1
"Jean-Baptiste Francois des Marets, marquis de Maillebois",14,0
Nelson H. Barbour,5,1
Zhou Xingsi,4,0
"William I, Count of Nassau-Dillenburg",10,0
Leonard O'Brien,5,1
Pedro González de Mendoza,5,0
Tore Hjort,4,0
Tony Sbarbaro,5,1
Harry Arnold,3,0
Alexios V Doukas,6,0
Karl Blossfeldt,4,0
Dorothy Cheney,3,1
Elisha E. Meredith,6,1
Albert Moll,3,0
Paul Bern,3,1
Li Yuanxiang,4,0
Realdo Colombo,4,0
Dizzy Gillespie,4,1
"Charles Francis Adams, Sr.",7,1
Leroy Shield,3,1
Carl Wilhelm Scheele,5,0
Walter Kaufmann,3,1
Isabella of Villehardouin,6,0
Natalie Clifford Barney,4,1
Tabitha Babbitt,5,1
Florian Reichssiegel,5,0
Marwan II,4,0
Coloman of Galicia-Lodomeria,9,0
Dao'an,4,0
Nicholas II of Werle,6,0
Bartolomeo di Fruosino,8,0
Jimmy Miller,3,1
Dean Ho,3,1
Thelma Estrin,5,1
George Peter Alexander Healy,5,1
Ippolito II d'Este,8,0
Thomas Alva Edison,4,1
Abraham Bosse,4,0
William Crawford,3,1
Michael Jackson,3,1
Niccolò di Buonaccorso,8,0
Bartolomeo Cipolla,6,0
Stanley Cohen,3,1
William A. Burwell,6,1
Mary Tyler Moore,4,1
George A. Romero,5,1
John Stuart Mill,4,0
Aaliyah,4,1
Emperor Taizu of Jin,6,0
Philip Frederick of the Palatinate,8,0
George Cukor,5,1
Kunigunde von Orlamünde,8,0
Li Men,3,0
Liu Churang,4,0
Princess Élisabeth of France,6,0
Paul V,3,0
Israel Kamakawiwoʻole,7,1
Nelson Rockefeller,3,1
"Thomas Howard, 3rd Duke of Norfolk",10,0
Carl-Gustaf Rossby,7,1
Winifred Asprey,5,1
Pietro Paolo Naldini,6,0
Edgar Allan Poe,4,1
Paul Tillich,5,1
Liu Xiuren,4,0
Enid Markey,5,1
Erwin Panofsky,4,1
Michael Ettmüller,4,0
Bernhard von Kraiburg,5,0
Hugo Münsterberg,4,1
Freeman Dyson,3,1
Paul of Caen,4,0
J. Neil Schulman,6,1
Paul Oskar Kristeller,5,1
Anshu Diji,5,0
Zhou Ben,3,0
Bernhard von Kraiburg,5,0
Princess Charlotte of Prussia,5,0
"John Dudley, 1st Duke of Northumberland",10,0
Xiao Xu,3,0
Guillaume Hugues des Baux,7,0
Evelyn Berezin,4,1
Jacob Koninck,4,0
John of Lusignan,6,0
Ahmad al-Tifashi,7,0
Luigi Bailo,4,0
Giovanni Buonaventura Viviani,8,0
John J. Mooney,5,1
Anthon von Ditfurth,7,0
Iosif Langbard,5,0
Mary Stuart MacDougall,5,1
Philipp Jaffé,4,0
Ludolph van Ceulen,6,0
Barthel Bruyn the Elder,7,0
John R. Neill,5,1
Juan Alfonso de la Cerda y Meneses,10,0
Rosa Parks,3,1
Pedro Fernandes de Queirós,7,0
Max Koch,3,0
Chester Bennington,4,1
Sun Chen,3,0
Larry King,3,1
T. S. Eliot,7,1
Cipriano de Rore,7,0
Joyce K. Reynolds,5,1
Song Yu,3,0
"Hugh de Kevelioc, 5th Earl of Chester",13,0
John J. Roane,6,1
John R. Neill,5,1
Sandy Berger,3,1
Mordecai Meisel,6,0
Gwenllian ferch Gruffydd,9,0
Rudolf Diesel,3,1
Amatus of Nusco,7,0
"John Adolphus, Duke of Schleswig-Holstein-Sonderburg-Plön",16,0
"Theobald I, Duke of Lorraine",8,0
Gilbert Stuart,3,1
James Mitchell Varnum,6,1
Maureen Connolly,3,1
Milton Friedman Correa,4,1
Petrus Gallicus,5,0
Dutch Clark,3,1
"Sebestyén, Archbishop of Esztergom",10,0
Dutch Clark,3,1
Samuel Harsnett,4,0
Johann von Dallwitz,5,0
Sébastien Bourdon,4,0
Arthur Ashe,3,1
"Хориэ, Яёи",8,0
Nelson H. Barbour,5,1
Hans Baldung,4,0
Julius Adams Stratton,4,1
Giovanni Henrico Albicastro,7,0
Nikola Tesla,3,1
"Alfred A. Knopf, Sr.",8,1
Abraham van Diepenbeeck,7,0
Theodore Roosevelt,3,1
Rudolf von Scherenberg,5,0
Mary of Modena,4,0
Mary Engle Pennington,4,1
Gaétan Vestris,6,0
Rahel Varnhagen,6,0
Heinrich Stromer,4,0
Stanley Cohen,3,1
Alexander Hamilton,3,1
"Carl, 3rd Prince of Leiningen",11,0
Rouben Mamoulian,6,1
Dankmar Adler,4,1
Rob Levin,3,1
袁樞,3,0
楊終,3,0
Marlyn Meltzer,5,1
Ferdinand August Hommel,5,0
Hannah Duston,4,1
George Townsend,3,1
Kenny Rogers,3,1
James Joseph Dresnok,5,1
Kathleen Antonelli,4,1
Hannah Arendt,4,1
Davide,2,0
Herbert Hoover,3,1
Hemming Halfdansson,6,0
Joseph L. Mankiewicz,6,1
Addison S. McClure,5,1
Nora Stanton Blatch Barney,6,1
William Thomas Hamilton,4,1
Jan Maciejko,4,0
Jonathan Winters,3,1
Hermann August Hagen,4,1
Elizabeth Taylor,3,1
Johann Adolph Hasse,5,0
Zhao Bing,3,0
Teddy Billington,4,1
Stan Coveleski,5,1
Bartholomäus Schönebeck,7,0
William Bartram,4,1
Andrew S. Fulton,5,1
Richardis Catherine of Mecklenburg,6,0
Jacobus Balduinus,6,0
Queen Marie of Romania,5,0
Howard Hawks,3,1
Adam Friedrich von Löwenfinck,7,0
Forrest J Ackerman,4,1
Rudolf Diesel,3,1
Joseph Kögler,5,0
Frank Lloyd Wright,4,1
Johann Tobias Krebs,4,0
Abu Sufyan ibn Harb,8,0
Đậu Thái,4,0
Íte of Killeedy,7,0
Jacques Hébert,4,0
Balthasar Wolff,5,0
Marie Guyart,4,0
Enid Markey,5,1
Isaac Brock,3,0
Helen Iglauer Glueck,7,1
Adolph Douai,5,1
Robert Guérard,4,0
Karl Weierstraß,6,0
Hannah Duston,4,1
Darius I of Persia,5,0
Fernando II of Portugal,5,0
Jean de Montauban,5,0
Kurt Vonnegut,5,1
Anna of Isenburg-Büdingen,8,0
Sugawara no Takami,7,0
Benedetto Buglioni,5,0
Nicolaas van Sassenheim,7,0
German Goldenshteyn,6,1
Charles Stark Draper,4,1
Marie Antier,4,0
William Sidney Mount,4,1
Master Francke,4,0
Frank Lloyd Wright,4,1
Franz Anton von Gerstner,7,0
"Alexander, Count of Conversano",7,0
Gertrude Abercrombie,5,1
John Tyler,3,1
"Conrad II, Duke of Transjurane Burgundy",10,0
Johannes Letzner,4,0
Gilabert de Próixita,8,0
Quentin Smith,3,1
Hedwig of Meissen,6,0
Joyce Jacobson Kaufman,4,1
Mary Higgins Clark,4,1
Karl August Wittfogel,6,1
Henry of Sandomierz,6,0
Erhard Altdorfer,7,0
"Kraft VI, Count of Hohenlohe-Weikersheim",14,0
Quentin Smith,3,1
Raimondo della Torre,6,0
Steve Jobs,3,1
Elmer McCollum,4,1
Ted Schroeder,3,1
Zabdiel Sampson,4,1
Děpold I of Jamnitz,8,0
Anton Otto von Closs,6,0
Edmund H. Hansen,5,1
"Eric II, Duke of Pomerania",8,0
Carl Sagan,3,1
Mária Telkes,5,1
Carl Tanzler,4,1
"John, 3rd Earl of Kent",9,0
Nate Dogg,3,1
Gilles Ier de Beaumetz,6,0
Clarissa Minnie Thompson Allen,6,1
Eddie Cochran,3,1
Buddy Holly,3,1
Karl Brown,3,1
Heinrich von Böckenförde,7,0
Geng Zhongming,5,0
Lois Bancroft Long,4,1
Bocatius,3,0
Jimi Hendrix,4,1
Pierre Bertrand de Colombier,6,0
Friedrich II.,4,0
Thomas Jefferson,3,1
Jules Dubois,3,1
Justus Perthes,5,0
Jim Fitzgerald,3,1
Rudolf Diesel,3,1
Robert Fulton,3,1
Mary Tyler Moore,4,1
Jacob Albright,3,1
Franklin J. Schaffner,6,1
Arnold Gesell,4,1
John Hotham,4,0
Martha Washington,3,1
Louise Giblin,4,1
Christian Gottlieb Ludwig,4,0
Thomas Gholson,5,1
Christopher Memminger,5,1
Wilhelm von Tübingen,4,0
Gustav Seyffarth,5,1
Pedro de Atarés,6,0
Girolamo Romanino,5,0
Carlo Conti,3,0
Johannes Gobi,4,0
Frank Capra,4,1
Leo Königsberger,4,0
Jean Balue,4,0
John Stevens Cabot Abbott,5,1
Wild Bill Hickok,5,1
Fritz London,3,1
Clarice Orsini,5,0
Guglielmo Embriaco,7,0
Gilbert of Assailly,6,0
Amalia of Saxony,5,0
Rod Hundley,4,1
George Newbold Lawrence,5,1
Jean Sauvage,4,0
"Wenceslaus III, Duke of Rybnik",11,0
Al Oerter,5,1
Dean Ho,3,1
Gottfried Ludolf Camphausen,7,0
Paul Hindemith,5,1
Germain of Paris,4,0
George Hubbard Blakeslee,6,1
Nelson Margetts,5,1
Herbert Matthews,3,1
John Winthrop the Younger,5,1
"William I, Count of Burgundy",7,0
Zhou Ang,3,0
Alan Nunnelee,5,1
Christen Christensen,4,0
George A. Romero,5,1
"Prince Edward, Duke of York and Albany",9,0
Addison S. McClure,5,1
Heinrich Lichner,4,0
Andreas Rauchbar,4,0
George Cukor,5,1
Girolamo Romanino,5,0
Carmen Hermosillo,5,1
Jude Milhon,4,1
Helen Wills,3,1
Gregory Tifernas,4,0
"William FitzOsbern, 1st Earl of Hereford",12,0
Ulrika Eleonora of Denmark,7,0
Gerry Goffin,4,1
Ira Gershwin,5,1
Stefan Vojislav,5,0
Rashad Khalifa,4,1
John Middleton Clayton,4,1
Jacob Albright,3,1
Billy Mays,3,1
Hermann Möller,4,0
Alexander Aetolus,5,0
William of Montferrat,6,0
Caroline Endres Diescher,6,1
Richard Montgomery,3,1
Sandy Berger,3,1
Robert F. Kennedy,5,1
Adolph von Steinwehr,6,1
Richard Norris Williams,4,1
Henry Gunther,3,1
Nitta Yoshisada,6,0
Tvrtko II of Bosnia,7,0
Emily Warren Roebling,6,1
John F. Kennedy,5,1
John Belushi,4,1
Solomon Porcius Sharp,5,1
Antun Vrančić,6,0
John Piatrowski,5,1
Calvin Coolidge,3,1
Isaac Komnenos,5,0
"Meinhardt Schomberg, 3rd Duke of Schomberg",15,0
"Theobald le Botiller, 2nd Chief Butler of Ireland",14,0
Howard Hawks,3,1
"Thomas Robinson, 2nd Baron Grantham",10,0
Eric Berne,3,1
James Bryant Conant,5,1
Johann Joachim Kändler,5,0
Joan Tompkins,3,1
Adam the Welshman,5,0
John Paul Stevens,4,1
Henry Edwards,3,1
"Maria Christina, Duchess of Teschen",8,0
Richard von Daun,4,0
Leberecht Maass,5,0
Isaac ben Moses Arama,6,0
Li Jiao,3,0
James Bryant Conant,5,1
Arthur P. Jacobs,5,1
Harvey Milk,3,1
Vincent du Vigneaud,6,1
Ernst Sonnemann,4,0
Henry Crocheron,4,1
Ted Schroeder,3,1
Walter van Marvis,5,0
Thomas E. Gaddis,6,1
Louise Brough,4,1
Abel Huntington,3,1
Ruth Roman,3,1
Jude Milhon,4,1
"Elizabeth of Hesse-Kassel, Duchess of Mecklenburg",11,0
"Alice Comyn, Countess of Buchan",9,0
Antonio Gherardi,4,0
Arnold Gesell,4,1
Felix Plater,4,0
Althea Gibson,4,1
Edward Teller,3,1
Adam Tutbury,4,0
Gordon Jennings,3,1
Michael Ettmüller,4,0
Eduard Baltzer,5,0
Ruth R. Benerito,7,1
Henricus Grammateus,6,0
Arnold Johan Messenius,6,0
Phil Spector,3,1
Johann II. von Dražice,8,0
Ray Bradbury,3,1
Rudolf von Ems,4,0
King Ping of Chu,5,0
Rouben Mamoulian,6,1
Clarissa Minnie Thompson Allen,6,1
Jimi Hendrix,4,1
Seth Bullock,3,1
Leonard Calvert,3,1
Kurt Cobain,4,1
Muhammad Ali,3,1
Antonio Abati,4,0
Wernher von Braun,6,1
Czesław Miłosz,7,1
Amanda Jones,3,1
Edwin Müller,3,1
Jaume March I,5,0
穆泰,3,0
Robert Long,3,0
Barbara W. Tuchman,6,1
Angelo d'Anna de Sommariva,9,0
Jacob Read,3,1
Olivier Basselin,4,0
Bob Mathias,3,1
Solomon Porcius Sharp,5,1
Joseph Priestley,4,1
Johann August Nösselt,6,0
William Shirley,3,1
Guillem II de Provença-Avinyó,11,0
Joan Pau Pujol,5,0
William Anderson Coffin,4,1
John FitzSymond,5,0
Wilma Rudolph,4,1
Robert Mitchum,4,1
Olive Dennis,3,1
Johann Micraelius,5,0
Louis Plack Hammett,6,1
Henry Middleton,3,1
Chester Ittner Bliss,6,1
Eberhard von Neisse,7,0
Gustav Seyffarth,5,1
Princess Margaret of Prussia,5,0
Chester A. Arthur,5,1
Rodrigo Alfonso de León,5,0
Ray Bradbury,3,1
Erik Erikson,4,1
Neill S. Brown,5,1
"Albert I, Prince of Anhalt-Zerbst",11,0
Chen Ji,3,0
Johannes Kelpius,4,1
"Alfred A. Knopf, Sr.",8,1
Emily Warren Roebling,6,1
Gar Samuelson,4,1
Marguerite de Nully,6,0
Leonard Landois,4,0
Barnim VI,4,0
Johannes Jacob Hegetschweiler,7,0
Wang Hongyi,4,0
Stefano Visconti,3,0
"Casimir II, Duke of Cieszyn",10,0
Ma Yin,3,0
Suzy Covey,5,1
Jean Joseph Vadé,5,0
John Cantius,4,0
Yang Xingmi,4,0
George Clinton,3,1
Mīr-Khvānd,8,0
John V of Gaeta,6,0
Anselm Casimir Wambold von Umstadt,12,0
"Thomas Butler, Viscount Thurles",7,0
"Charles I Louis, Elector Palatine",7,0
Silas Wood,4,1
Meredith Colket,4,1
John Thomas,3,1
Samuel Graves,3,0
Grover Cleveland,4,1
Selena Quintanilla,4,1
Phillis Wheatley,4,1
Wang Ling,3,0
Kobe Bryant,3,1
Antonio Loschi,4,0
Stanisław Poniatowski,6,0
Friedrich Anton Wilhelm Miquel,5,0
Nathaniel Peffer,4,1
"Emilio Alcalá-Galiano, 4th Count of Casa Valencia",15,0
John Wayne,3,1
"Otto, Count of Bentheim",7,0
Glenn Seaborg,4,1
Karl Hodina,4,0
Joseph Brodsky,4,1
Pei Xiu,3,0
Charles Griffin,3,1
Ruth R. Benerito,7,1
Chuck McKinley,3,1
Enrico Fermi,3,1
Andrew S. Fulton,5,1
Kurt von Schleicher,5,0
"Louise Borgia, Duchess of Valentinois",9,0
"Joan Beaufort, Countess of Westmorland",9,0
Zhu Zhen,3,0
Heinrich Dusemer,5,0
Eazy-E,5,1
Evelyn Berezin,4,1
Bùi Tuấn,5,0
Willem Jacob Luyten,6,1
Stanley Kubrick,4,1
Johannes de Grocheio,6,0
Cen Xi,3,0
Josephine Hull,4,1
Heinrich Christoph Koch,4,0
August Schleicher,4,0
Diego López II de Haro,7,0
Friedrich III. von Goseck,8,0
Fatimah,4,0
William Prince,3,1
Christoph von Trautmannsdorf,7,0
Matthias Greitter,4,0
William Anderson Coffin,4,1
Johann Friedrich Ludwig Hausmann,6,0
Henry Molaison,5,1
"Hedwig of Brandenburg, Duchess of Brunswick-Wolfenbüttel",13,0
Charles Schlee,4,1
Willoughby Newton,4,1
Colmar Freiherr von der Goltz,9,0
Willy Ley,3,1
Robert Wickhampton,4,0
李基,3,0
"Anne Conway, Viscountess Conway",7,0
Christian von Erpel,5,0
Anton Fils,3,0
Marta Bohn-Meyer,5,1
Ethel Grey Terry,5,1
Vijay Tendulkar,5,0
Frederic Lewy,5,1
John Gregg Utterback,6,1
Rosa Parks,3,1
Edward Douglass White,4,1
Paul Hindemith,5,1
John de Vesci,5,0
Henry Morgenthau,5,1
Ulysses S. Grant,6,1
Theodor Tolsdorff,6,0
Woody Crumbo,4,1
Anthony Sowell,4,1
Maximilian Stoll,4,0
Octavia Victoria Rogers Albert,6,1
Dizzy Gillespie,4,1
"Constance, duchess of Brittany",7,0
Eddie Cochran,3,1
Shirley Knight,3,1
Elias Boudinot,4,1
Johann V of Nassau-Vianden-Dietz,11,0
Jacob Albright,3,1
Yang Zaixing,5,0
Reginald de Cornhill,6,0
Richard Corliss,4,1
François Pierre La Varenne,7,0
Matheus de Sancto Johanne,8,0
Janis Joplin,4,1
Albrecht Mertz von Quirnheim,9,0
John Filipec,4,0
James Francis Edward Stuart,5,0
Anna J. Harrison,5,1
Angela Devi,3,1
Joseph Hergenröther,6,0
Johann Hinrich Gossler,6,0
Leo III the Syrian,5,0
Giovanni Battista Draghi,5,0
Ola Delight Smith,4,1
Hieronymus Münzer,5,0
Cuno of Praeneste,7,0
Neill S. Brown,5,1
Jimmy Van Heusen,5,1
Biagio Assereto,6,0
John Bardeen,4,1
Pei Ziye,4,0
Wilhelm Mohnke,5,0
Marilyn Monroe,3,1
Mary L. Good,5,1
Jean Golein,4,0
"Renaud III, Count of Burgundy",8,0
Andrea Matteo Palmieri,6,0
Anita Borg,3,1
Allene Ray,4,1
Pedro Nunes,3,0
John J. Roane,6,1
Ralph McKittrick,5,1
John J. Morgan,5,1
Tony Sbarbaro,5,1
Randy Pausch,4,1
Pietro Ruffo,4,0
Charles A. Ferguson,5,1
Frank Sinatra,3,1
Jochen Rindt,5,0
Jeffrey Mass,3,1
Benedict XIII,3,0
Baldassare Peruzzi,6,0
George Washington,3,1
Vincent du Vigneaud,6,1
Hermann Friedrich Cloedt,5,0
Muhammad Ali,3,1
Clovis II,4,0
Gertrude B. Elion,7,1
Dalibor Brozović,7,0
Anton Bauer,3,0
Jackson Pollock,3,1
Marco Barbo,4,0
Joseph Pilates,3,1
Guigues I of Albon,8,0
Johannes Bach,3,0
Warren G. Harding,5,1
Asim ibn Umar,5,0
Pietro Baldassare,5,0
Judith of Swabia,5,0
Arthur Cleveland Bent,4,1
Tony Trabert,4,1
Andrea Falconieri,4,0
Yamamoto Kansuke,5,0
William J. Lewis,5,1
Mary Macaulay,3,1
Eddie Arcaro,4,1
Christian Mayer,3,0
Václav Novotný,6,0
Johannes von Tepl,5,0
Johnny Nash,3,1
Prince Georg Friedrich of Waldeck,7,0
Andreas Angelus,4,0
Abraham-Louis Breguet,6,0
Andrew Bobola,4,0
Benoîte Rencurel,6,0
Igor Stravinsky,5,1
"Leopold V, Duke of Austria",7,0
Herbert Hoover,3,1
Albert IV de Prato,5,0
Johannes von Hohenlohe,6,0
Phil Spector,3,1
Christy Mathewson,4,1
Robert Morison,4,0
Nicolas VII de Ratibor,7,0
"Adolph VI, Count of Holstein-Schauenburg",12,0
William A. Burwell,6,1
Alexios Apokaukos,6,0
Li Bai,3,0
Nicholas Trivet,4,0
Mary Anderson,3,1
Marvin Lee Wilson,4,1
Agostino Ramelli,5,0
Joan Lorring,4,1
"Кумагаи, Наотака",8,0
Christian August Heinrich Clodius,6,0
Luis Miró Quesada de la Guerra,9,0
Milton Friedman Correa,4,1
Eva Marks,3,0
Helen Jacobs,3,1
Johann Zahn,3,0
Adolf VII,3,0
Balthasar of Żagań,8,0
Edwin Müller,3,1
Fedor Olgovich of Ryazan,9,0
Emperor Liezu of Southern Tang,7,0
Izyaslav of Polotsk,9,0
"Ulrich II, Count of Celje",8,0
Vitas Gerulaitis,6,1
Judy Garland,3,1
Elmer McCollum,4,1
Nikephoros III Botaneiates,8,0
Zephaniah Platt,5,1
Harry C. Oberholser,7,1
Shaykh Tusi,5,0
